id,topic,difficulty,question,optionA,optionB,optionC,optionD,correctLetter,correctAnswer,explanation,source,tags
right-of-way-039,right-of-way,easy,A traffic calming circle requires you to travel in which direction around the center island?,Clockwise,Counterclockwise,Either direction,Straight through,B,Counterclockwise,A traffic calming circle is an intersection with a center island that traffic flows counterclockwise around. The same right-of-way rules apply as at any other intersection.,"WA Driver Guide §4.15, p. 125",traffic-calming-circle|intersections
right-of-way-040,right-of-way,hard,You approach a mid-block crosswalk where a pedestrian is waiting to cross. There is no stop sign. What must you do?,Slow down but continue if the pedestrian has not yet stepped off the curb,Stop to allow the pedestrian to cross,Proceed because there is no stop sign,Honk to alert the pedestrian and continue,B,Stop to allow the pedestrian to cross,"Pedestrians always have the right-of-way in a marked crosswalk. Drivers should stop to allow pedestrians and bicyclists to cross, regardless of whether the crosswalk has a stop sign.","WA Driver Guide §4.14, p. 125",pedestrians|crosswalk|right-of-way
sharing-road-001,sharing-road,easy,When must you yield to pedestrians?,Only at marked crosswalks with signals,Only when they are in a school zone,Only when they have a walk signal,Always,D,Always,Washington law requires drivers to always yield to pedestrians. Pedestrians have the right-of-way at crosswalks and intersections whether marked or not.,"WA Driver Guide §4.1, p. 93",pedestrians|right-of-way
sharing-road-002,sharing-road,medium,When may you proceed after stopping for a pedestrian in a crosswalk?,After the pedestrian has cleared your lane and one additional lane,As soon as the pedestrian passes your lane,After the pedestrian reaches the opposite curb,After waiting at least 5 seconds,A,After the pedestrian has cleared your lane and one additional lane,"You may proceed after the pedestrian has cleared your lane and one additional lane. However, if the pedestrian is using a wheelchair, cane, guide dog, or other service animal, you must wait until they have completely crossed the street.","WA Driver Guide §4.1, p. 93",pedestrians|crosswalks
sharing-road-003,sharing-road,medium,"If a pedestrian using a guide dog is crossing the street, when may you proceed?",After the pedestrian has cleared your lane and one additional lane,After the pedestrian has completely crossed the street,After honking to alert the guide dog,After waiting 10 seconds,B,After the pedestrian has completely crossed the street,"If the pedestrian is using a wheelchair, cane, guide dog, or other service animal, you must wait until they have completely crossed the street before continuing.","WA Driver Guide §4.1, p. 93",pedestrians|guide-dogs|accessibility
sharing-road-004,sharing-road,easy,Why is it unlawful to honk at a person using a service animal?,It could confuse or frighten the animal or pedestrian,It violates the noise ordinance,It is considered aggressive driving,It creates a road rage situation,A,It could confuse or frighten the animal or pedestrian,"It is unlawful to interfere with a service animal. Honking could confuse or frighten the animal or the pedestrian, creating a dangerous situation.","WA Driver Guide §4.1, p. 94",pedestrians|service-animals
sharing-road-005,sharing-road,medium,What do flashing yellow lights on a school bus indicate?,The bus is about to stop — use caution and slow down,Children are exiting the bus and you must stop immediately,The bus has completed loading and is about to move,Children are crossing the street behind the bus,A,The bus is about to stop — use caution and slow down,School bus lights work like traffic signals: yellow means caution or slow down. The bus is preparing to stop to load or unload children.,"WA Driver Guide §4.2, p. 94",school-bus|signals
sharing-road-006,sharing-road,easy,"When a school bus displays flashing red lights and the stop sign is extended, drivers traveling in the same direction must:",Stop and remain stopped until the lights stop flashing and the sign is retracted,Slow to 20 mph and pass with caution,Stop only if children are visible,Move into the left lane and pass carefully,A,Stop and remain stopped until the lights stop flashing and the sign is retracted,"All drivers traveling in the same direction as the bus must stop when the red lights flash and the stop sign is extended. You may go after the lights stop flashing, the sign is retracted, and the metal arm returns to the front bumper.","WA Driver Guide §4.2, p. 95",school-bus|stopping
sharing-road-007,sharing-road,hard,You are driving behind a school bus that has stopped with red lights flashing. May you use a center turn lane to pass the bus?,"Yes, if no children are crossing","Yes, if you signal first","Yes, if you slow to 15 mph","No, drivers in all turn lanes must stop",D,"No, drivers in all turn lanes must stop",You must never use a center turn lane to pass a school bus. Drivers in all turn lanes must stop when the school bus red lights are flashing.,"WA Driver Guide §4.2, p. 95",school-bus|turn-lanes
sharing-road-008,sharing-road,medium,"After a school bus's red lights stop flashing, what else must happen before you may proceed?",You must wait 5 additional seconds,All children must be off the roadway,The stop sign must be retracted and the metal arm must return to the front bumper,The bus must begin moving,C,The stop sign must be retracted and the metal arm must return to the front bumper,"You may go after the lights stop flashing, the sign is retracted, and the metal arm returns to the front bumper of the bus. You should continue to watch for children even after the red lights stop.","WA Driver Guide §4.2, p. 95",school-bus|signals
sharing-road-009,sharing-road,hard,"On a two-lane road, you are traveling in the opposite direction from a school bus that activates its red lights and stop sign. What must you do?",Slow down but you may continue,"Stop and wait until the red lights stop flashing, the sign retracts, and the metal arm returns",Move to the right shoulder and continue at reduced speed,Flash your headlights to warn other drivers and pass carefully,B,"Stop and wait until the red lights stop flashing, the sign retracts, and the metal arm returns","On a 2-lane road, all vehicles must stop when the school bus red lights flash and the stop sign extends — including vehicles traveling in the opposite direction.","WA Driver Guide §4.2, p. 96",school-bus|two-lane-road
sharing-road-010,sharing-road,hard,"On a multilane road, when do drivers traveling in the opposite direction from a school bus NOT need to stop for its flashing red lights?",When there is at least one lane between them and the bus,When traveling at least 25 mph below the speed limit,When children are not visible outside the bus,When there are three or more lanes and lanes are separated by a median or barrier,D,When there are three or more lanes and lanes are separated by a median or barrier,"On a multilane road, opposite-direction drivers don't need to stop if there are three or more lanes AND lanes are separated by a median or barrier.","WA Driver Guide §4.2, p. 97",school-bus|multilane|divided-highway
sharing-road-011,sharing-road,hard,You are traveling on a four-lane road with no median or barrier. A school bus on the opposite side activates its red lights and stop sign. Must you stop?,"Yes, because there is no median or barrier separating the lanes","No, because there are more than two lanes","No, because you are in the opposite direction",Only if you are in the lane closest to the bus,A,"Yes, because there is no median or barrier separating the lanes","Opposite-direction drivers are exempt only if there are three or more lanes AND lanes are separated by a median or barrier. Without a median or barrier, you must stop regardless of the number of lanes.","WA Driver Guide §4.2, p. 97",school-bus|divided-highway
sharing-road-012,sharing-road,easy,What is the penalty for passing a stopped school bus with flashing red lights?,Fines are doubled,A warning for the first offense,Automatic license suspension,A mandatory court appearance,A,Fines are doubled,Fines are doubled for anyone who passes a stopped school bus.,"WA Driver Guide §4.2, p. 95",school-bus|penalties
sharing-road-013,sharing-road,easy,A transit bus ahead of you signals that it is pulling back into traffic from a bus stop. What should you do?,Maintain your speed — you have the right-of-way,Honk to alert the bus driver of your presence,Flash your headlights and pass on the left,Yield to the transit bus,D,Yield to the transit bus,You must yield to any transit vehicle traveling in the same direction as you that has signaled and is pulling back onto the roadway.,"WA Driver Guide §4.3, p. 98",transit-bus|yielding
sharing-road-014,sharing-road,easy,Why should you increase your following distance when driving behind a large truck?,To give the truck more room to back up,To have a wider view of the roadway ahead,To allow other vehicles to merge between you,Because trucks create strong wind currents,B,To have a wider view of the roadway ahead,"When following large vehicles, you should adjust your following distance so you have a wide view of the roadway ahead.","WA Driver Guide §4.4, p. 98",large-vehicles|following-distance
sharing-road-015,sharing-road,easy,"If you cannot see a large truck's mirrors, what does this mean?",You are in the truck driver's blind zone and they cannot see you,The truck's mirrors are improperly adjusted,You should flash your headlights to signal the driver,The truck is preparing to change lanes,A,You are in the truck driver's blind zone and they cannot see you,"If you are near a large vehicle and can't see the driver's mirrors, the driver can't see you. There are blind zones on each side of large vehicles.","WA Driver Guide §4.4, p. 98",large-vehicles|blind-zones
sharing-road-016,sharing-road,medium,How far does a loaded truck traveling at 55 mph need to come to a complete stop?,250 feet,350 feet,550 feet,450 feet,D,450 feet,"It takes a loaded truck with properly adjusted brakes, traveling at 55 mph, 450 feet to come to a complete stop. This is why cutting in front of large trucks without enough space is dangerous.","WA Driver Guide §4.4, p. 98",large-vehicles|stopping-distance
sharing-road-017,sharing-road,medium,"When merging in front of a large truck, when is it safe to complete the merge?",When you can see one headlight in your rearview mirror,When you are at least 50 feet ahead of the truck,When you can clearly see both of the truck's headlights in your rearview mirror,When you match the speed of surrounding traffic,C,When you can clearly see both of the truck's headlights in your rearview mirror,"When entering traffic ahead of a large vehicle, wait until you can clearly see both of their headlights in your rearview mirror before merging in front of them.","WA Driver Guide §4.4, p. 99",large-vehicles|merging
sharing-road-018,sharing-road,medium,Why should you never try to pass a large truck that is making a turn?,Trucks always have the right-of-way when turning,"Large vehicles might require more than one lane to complete a turn, which is a frequent cause of collisions",It is always illegal to pass a turning vehicle,Trucks cannot use turn signals while turning,B,"Large vehicles might require more than one lane to complete a turn, which is a frequent cause of collisions",Large vehicles might require more than one lane to complete a turn. Passing a large vehicle when the driver is turning is a frequent cause of collisions involving large vehicles.,"WA Driver Guide §4.4, p. 99",large-vehicles|turning
sharing-road-019,sharing-road,medium,How many lanes of space does a large vehicle need in a roundabout?,1 lane,2 lanes,3 lanes,The entire roundabout,B,2 lanes,Large vehicles need 2 lanes of space in a roundabout. Do not pass a large vehicle when the driver is in a roundabout.,"WA Driver Guide §4.4, p. 99",large-vehicles|roundabouts
sharing-road-020,sharing-road,easy,Why should you use caution when following a snowplow closely?,Snowplows can make sudden stops,Snowplows throw salt that damages your paint,Snowplows always have the right-of-way,Snowplows can force snow up causing blizzard-like conditions that reduce visibility,D,Snowplows can force snow up causing blizzard-like conditions that reduce visibility,"Snowplows can force snow up and off the road, causing blizzard-like conditions that reduce visibility for drivers following too closely.","WA Driver Guide §4.4, p. 100",large-vehicles|snowplows
sharing-road-021,sharing-road,easy,"When following a motorcycle, what should you do differently compared to following a car?","Leave extra room to stop, especially in wet or slippery conditions",Follow more closely to be seen,Stay in the left portion of the lane,Honk to alert the motorcyclist of your presence,A,"Leave extra room to stop, especially in wet or slippery conditions","Leave a lot of room to stop when following a motorcycle. Allow even more following room when it's raining or the road surface is slick, as weather and slippery surfaces can be serious problems for motorcyclists.","WA Driver Guide §4.5, p. 100",motorcycles|following-distance
sharing-road-022,sharing-road,medium,A motorcyclist is riding far to one side of a wide lane. May you share the lane by driving alongside them?,"Yes, if the lane is wide enough for both vehicles","Yes, if you signal first","No, motorcyclists are entitled to the same full lane width as all other vehicles","Yes, as long as you leave at least 3 feet",C,"No, motorcyclists are entitled to the same full lane width as all other vehicles","Motorcyclists are entitled to the same lane width as all other vehicles. Never move into the same lane alongside a motorcyclist, even if the lane is wide and the motorcyclist is riding far to one side.","WA Driver Guide §4.5, p. 101",motorcycles|lane-sharing
sharing-road-023,sharing-road,easy,Why do motorcyclists constantly change positions within their lane?,They are inexperienced riders,Their vehicle is unstable,To signal their intention to change lanes,"To see and be seen, and to avoid objects in the road",D,"To see and be seen, and to avoid objects in the road","Motorcyclists constantly change positions within their lane so they can see and be seen, and to avoid objects in the road such as gravel, debris, potholes, and pavement seams.","WA Driver Guide §4.5, p. 101",motorcycles|lane-position
sharing-road-024,sharing-road,medium,A motorcycle ahead of you is slowing down but its brake light is not on. Why might this happen?,The motorcyclist is using the throttle to slow down rather than the brakes,The motorcycle's brake light is malfunctioning,Motorcycles are not required to have brake lights,The rider is signaling a turn,A,The motorcyclist is using the throttle to slow down rather than the brakes,"When slowing down, motorcyclists might use the throttle rather than their brakes, so brake lights wouldn't be visible. Stay alert and pay careful attention when driving near motorcycles.","WA Driver Guide §4.5, p. 102",motorcycles|braking
sharing-road-025,sharing-road,medium,"When driving behind a bicyclist, how much space must you leave?",At least 2 feet,At least 3 feet,At least 4 feet,At least 5 feet,B,At least 3 feet,"When driving behind a bicyclist, you must leave at least 3 feet of space. Bicyclists may legally use the full lane.","WA Driver Guide §4.6, p. 103",bicyclists|following-distance
sharing-road-026,sharing-road,medium,May a bicyclist legally ride in the middle of a traffic lane?,"No, bicyclists must always stay to the far right",Only if there is no bike lane available,Only in residential areas,"Yes, bicyclists may legally use the full lane and ride where they are most visible",D,"Yes, bicyclists may legally use the full lane and ride where they are most visible","Legally, bicyclists may use the full lane and ride where they're most visible to you and other drivers. You cannot share a lane with a bicyclist.","WA Driver Guide §4.6, p. 103",bicyclists|lane-use
sharing-road-027,sharing-road,hard,"When passing a bicyclist on a road with one lane in each direction, what must you do?",Stay in your lane and pass with at least 3 feet of clearance,Move into the oncoming lane when there is no oncoming traffic and leave at least 3 feet of space,Wait until you reach a passing zone and then pass at full speed,Honk to alert the bicyclist and pass in your lane,B,Move into the oncoming lane when there is no oncoming traffic and leave at least 3 feet of space,"If there's only 1 lane in each direction, move into the other lane when there isn't any oncoming traffic. Leave at least 3 feet between the bicyclist and the widest part of your vehicle.","WA Driver Guide §4.6, p. 103",bicyclists|passing
sharing-road-028,sharing-road,hard,"On a two-lane road, may you cross into oncoming traffic to pass a bicyclist?","Yes, as long as you leave 3 feet of clearance","Yes, but only if there is no oncoming traffic","No, you must never cross into oncoming traffic to pass a bicyclist",Only if the bicyclist signals you to pass,C,"No, you must never cross into oncoming traffic to pass a bicyclist",The guide states you should never cross into oncoming traffic to pass a bicyclist. You may move into the other lane only when there isn't any oncoming traffic.,"WA Driver Guide §4.6, p. 103",bicyclists|passing|oncoming-traffic
sharing-road-029,sharing-road,medium,You are approaching a right turn and a bicyclist is ahead of you. What should you do?,Pass the bicyclist quickly before making your turn,Honk to alert the bicyclist of your turn,Move into the bike lane to make your turn,Let the bicyclist clear the intersection before making your turn,D,Let the bicyclist clear the intersection before making your turn,"Let the bicyclist clear the intersection before making a turn. If you're going to turn right, don't pass a bicyclist just before the turn.","WA Driver Guide §4.6, p. 103",bicyclists|turning
sharing-road-030,sharing-road,medium,A bicyclist is in a crosswalk. How should you treat them?,As a vehicle — yield only at signals,As a pedestrian — yield to them in both marked and unmarked crosswalks,"They should not be in the crosswalk, so proceed normally",Honk to alert them they should be on the road,B,As a pedestrian — yield to them in both marked and unmarked crosswalks,Bicyclists in crosswalks are considered pedestrians. You must yield to them in both marked and unmarked crosswalks and intersections.,"WA Driver Guide §4.6, p. 103",bicyclists|crosswalks|pedestrians
sharing-road-031,sharing-road,medium,When may you drive in a bicycle lane?,Only when turning or crossing the lane to park near the curb,When traffic is heavy and the lane is empty,When a bicyclist is not present,At any time as long as you yield to bicyclists,A,Only when turning or crossing the lane to park near the curb,You should drive in bicycle lanes only when turning or crossing the lane to park near the curb.,"WA Driver Guide §4.6, p. 104",bicyclists|bike-lanes
sharing-road-032,sharing-road,medium,"When driving near Sound Transit light rail trains, how much space must you leave between your vehicle and the train?",At least three car lengths,At least one car length,At least six feet,No minimum distance is required,B,At least one car length,"When driving near light rail, you must leave at least one car length (or more) between your vehicle and light rail trains. Do not stop, park, or leave your car on the tracks.","WA Driver Guide §4.7, p. 106",light-rail|sharing-road
sharing-road-033,sharing-road,medium,How far from the nearest rail must you stop when a railroad crossing signal is flashing?,Between 5 and 25 feet,Between 10 and 40 feet,Between 15 and 50 feet,Between 20 and 60 feet,C,Between 15 and 50 feet,"You must stop between 15 and 50 feet away from the nearest rail of a crossing when signals are flashing, a gate is lowering, or a train is approaching.","WA Driver Guide §4.7, p. 105",trains|stopping-distance
sharing-road-034,sharing-road,hard,Bells are ringing at a railroad crossing but the gate is not yet down. What must you do?,Proceed carefully since the gate is not down,Stop — you must stop whether the gate is down or not,Slow down and look for the train,Continue at your current speed,B,Stop — you must stop whether the gate is down or not,"When lights are flashing and bells are ringing at a train crossing, you must stop — whether the gate is down or not. Never drive around the gate.","WA Driver Guide §4.7, p. 105",trains|railroad-crossings
sharing-road-035,sharing-road,medium,Your vehicle stalls on railroad tracks. What should you do?,Try to restart the engine immediately,Put the car in neutral and push it off the tracks,Get everyone out of the vehicle immediately,Call 911 and wait in the vehicle,C,Get everyone out of the vehicle immediately,"If your vehicle gets stuck at a crossing, get everyone out immediately. Do not stay in the vehicle on the tracks.","WA Driver Guide §4.7, p. 105",trains|emergencies
sharing-road-036,sharing-road,medium,How far can it take a train to come to a full stop?,Up to a quarter mile,Up to half a mile,Up to a mile,Up to two miles,C,Up to a mile,It can take up to a mile for a train to come to a full stop. Trains are heavy and cannot stop quickly even if they are traveling at low speeds.,"WA Driver Guide §4.7, p. 105",trains|stopping-distance
sharing-road-037,sharing-road,easy,What sign or emblem identifies a slow-moving agricultural vehicle?,A reflective orange triangle on the back,A flashing red light,A yellow diamond-shaped sign,A green circular emblem,A,A reflective orange triangle on the back,Agricultural and farm vehicles designed to go 25 mph or less will have a triangle sign or emblem on the back.,"WA Driver Guide §4.8, p. 106",agricultural-vehicles|signs
sharing-road-038,sharing-road,medium,"When passing an agricultural vehicle on a road with one lane in each direction, how much space must be between your vehicle and the agricultural vehicle?",At least 2 feet,At least 3 feet,At least 4 feet,At least 5 feet,B,At least 3 feet,"When passing an agricultural vehicle, there should be at least 3 feet between the widest part of your vehicle and the agricultural vehicle.","WA Driver Guide §4.8, p. 106",agricultural-vehicles|passing
sharing-road-039,sharing-road,easy,"When you see or hear an emergency vehicle using lights or sirens, what must you do?",Slow down and move to the left,"Stop where you are, even in an intersection",Immediately pull to the right side of the road and stop,Speed up to get out of the way,C,Immediately pull to the right side of the road and stop,"As soon as you see or hear emergency vehicle signals, immediately pull your vehicle to the right side of the road and stop. Wait until the emergency vehicle has passed before reentering traffic.","WA Driver Guide §4.9, p. 107",emergency-vehicles|yielding
sharing-road-040,sharing-road,hard,"When you see a roadside response vehicle with flashing lights (such as a tow truck, utility vehicle, or solid waste truck), you must either move over into a farther lane or:",Stop completely and wait,"Slow down to at least 10 mph below the posted speed limit, never exceeding 50 mph",Reduce speed by 5 mph,Turn on your hazard lights and maintain your speed,B,"Slow down to at least 10 mph below the posted speed limit, never exceeding 50 mph","When you see a roadside response vehicle with flashing lights, you must either move over into a farther lane OR slow down to at least 10 mph below the posted speed limit. You must never drive faster than 50 mph in an emergency zone.","WA Driver Guide §4.17, p. 143",emergency-zone|move-over-law
sharing-road-041,sharing-road,hard,Which of the following vehicles is covered by Washington's move-over/emergency zone law when stopped with flashing lights?,"Only police cars, fire trucks, and ambulances",Only law enforcement and fire trucks,Only vehicles responding to traffic crashes,"Tow trucks, solid waste trucks, utility vehicles, highway maintenance, and emergency vehicles",D,"Tow trucks, solid waste trucks, utility vehicles, highway maintenance, and emergency vehicles","Roadside response vehicles include tow trucks, solid waste trucks, incident response, highway maintenance, utility vehicles, law enforcement, fire trucks, and ambulances.","WA Driver Guide §4.17, p. 143",emergency-zone|move-over-law
sharing-road-042,sharing-road,hard,"You are on a freeway with two lanes in your direction. A tow truck with flashing lights is stopped on the right shoulder. If you cannot safely move over to the left lane, what must you do?",Maintain your speed and stay alert,Stop and wait for the tow truck to finish,"Slow down to at least 10 mph below the posted speed limit, never exceeding 50 mph",Turn on your hazard lights and pass at your current speed,C,"Slow down to at least 10 mph below the posted speed limit, never exceeding 50 mph","If you cannot move over into a farther lane, you must slow down to at least 10 mph below the posted speed limit. You must never drive faster than 50 mph in an emergency zone.","WA Driver Guide §4.17, p. 143",emergency-zone|move-over-law
markings-parking-001,markings-parking,easy,What do yellow lines painted on the roadway indicate?,They separate traffic moving in the same direction,They separate traffic moving in opposite directions,They mark bicycle lanes,They indicate a toll lane,B,They separate traffic moving in opposite directions,"Yellow lines separate traffic traveling in opposite directions, while white lines separate traffic moving in the same direction.","WA Driver Guide §4.16, p. 131",road-markings|lane-lines
markings-parking-002,markings-parking,easy,You are driving on a two-lane road and see a dashed yellow centerline. What does this mean?,Passing is prohibited in both directions,Only vehicles traveling north may pass,The road is about to narrow to one lane,You may pass another vehicle if it is safe to do so,D,You may pass another vehicle if it is safe to do so,"A dashed yellow centerline on a two-way, two-lane road means you may use the oncoming lane to pass another vehicle if it is safe.","WA Driver Guide §4.16, p. 132",road-markings|passing
markings-parking-003,markings-parking,easy,What does a solid yellow line on your side of the road indicate?,You may pass with caution,You are approaching a school zone,Do not cross the line to pass another vehicle,The lane is reserved for HOV traffic,C,Do not cross the line to pass another vehicle,A solid yellow line indicates a no-passing zone. You must not cross a solid yellow line to pass another vehicle.,"WA Driver Guide §4.16, p. 132",road-markings|passing
markings-parking-004,markings-parking,medium,"On a road with one solid yellow line and one dashed yellow line in the center, which drivers are permitted to pass?","Drivers on the dashed-line side only, when safe",Drivers on the solid-line side only,Drivers on either side when safe,Neither side may pass,A,"Drivers on the dashed-line side only, when safe","When there is a solid yellow and dashed yellow centerline, drivers on the dashed-line side may pass if safe. Drivers on the solid-line side may not pass.","WA Driver Guide §4.16, p. 133",road-markings|passing
markings-parking-005,markings-parking,easy,Double solid yellow centerlines on a two-way road mean:,Passing is allowed only during daylight hours,You are not allowed to pass in either direction,You may pass if no oncoming traffic is visible,Only motorcycles may pass,B,You are not allowed to pass in either direction,Double solid yellow centerlines show the middle of a two-way road and prohibit passing in either direction.,"WA Driver Guide §4.16, p. 132",road-markings|passing
markings-parking-006,markings-parking,easy,What do double solid white lines between lanes indicate?,It is illegal to cross these lines,A lane is ending ahead,You may change lanes with caution,An HOV lane is nearby,A,It is illegal to cross these lines,Double solid white lines are a barrier between lanes and it is illegal to cross them.,"WA Driver Guide §4.16, p. 132",road-markings|lane-changes
markings-parking-007,markings-parking,medium,Shorter dashed white lines between lanes mean:,The speed limit is changing,You are entering a school zone,The lane is ending and you must merge or exit,Passing is prohibited,C,The lane is ending and you must merge or exit,Shorter dashed white lines indicate the lane is ending and you will need to merge or exit.,"WA Driver Guide §4.16, p. 131",road-markings|merging
markings-parking-008,markings-parking,easy,What do solid white lines on the roadway mark?,Center turn lanes,No-passing zones on two-way roads,Ferry holding lanes,The edge of the road and bicycle lanes,D,The edge of the road and bicycle lanes,Solid white lines mark the edge of the road and separate bicycle lanes from other traffic.,"WA Driver Guide §4.16, p. 130",road-markings|edge-lines
markings-parking-009,markings-parking,easy,You see a dashed white line between your lane and the lane to your right. You may:,Cross it to change lanes if it is safe,Not cross it under any circumstances,Cross it only in an emergency,Cross it only when directed by a police officer,A,Cross it to change lanes if it is safe,A dashed white line between lanes of traffic moving in the same direction means you can cross it to change lanes if it is safe.,"WA Driver Guide §4.16, p. 132",road-markings|lane-changes
markings-parking-010,markings-parking,medium,What is the maximum distance you may travel in a shared center left-turn lane?,300 feet,100 feet,200 feet,500 feet,A,300 feet,"You shouldn't travel farther than 300 feet in a shared center left-turn lane. These lanes are reserved for making left turns or U-turns, not for passing.","WA Driver Guide §4.16, p. 134",road-markings|turn-lanes
markings-parking-011,markings-parking,medium,"A shared center left-turn lane, marked with left-turn arrows on both sides, may be used for:",Passing slower traffic,Making left turns from or into the roadway in either direction,Driving through heavy traffic to avoid congestion,Emergency vehicles only,B,Making left turns from or into the roadway in either direction,"Shared center left-turn lanes are reserved for vehicles making left turns in either direction from or into the roadway, or U-turns when permitted. They must not be used for passing.","WA Driver Guide §4.16, p. 133",road-markings|turn-lanes
markings-parking-012,markings-parking,easy,HOV lanes on the highway are identified by which pavement symbol?,A diamond,A circle,A triangle,A star,A,A diamond,"HOV lanes are identified by the diamond symbol on signs and on the pavement. They are reserved for carpools, vanpools, and buses.","WA Driver Guide §4.16, p. 134",road-markings|hov
markings-parking-013,markings-parking,medium,Which type of vehicle is allowed to use an HOV lane regardless of occupancy?,Pickup trucks,Electric vehicles,Taxis,Motorcycles,D,Motorcycles,"Motorcycles are allowed to use HOV lanes regardless of occupancy. Otherwise, vehicles must meet the posted occupancy requirements.","WA Driver Guide §4.16, p. 134",hov|special-vehicles
markings-parking-014,markings-parking,medium,Reversible lanes are typically marked by:,Double solid yellow lines,Single solid white lines,Double-dashed white lines,Red reflective markers,C,Double-dashed white lines,Reversible lanes are usually marked by double-dashed white lines. Overhead signs indicate whether you may use the lane (green arrow) or not (red X).,"WA Driver Guide §4.16, p. 135",road-markings|reversible-lanes
markings-parking-015,markings-parking,medium,You see a steady yellow X on the overhead sign above a reversible lane. What should you do?,Move out of the lane as soon as it is safe,Continue driving—the lane will remain open,Speed up to clear the lane quickly,Stop immediately and wait for a green arrow,A,Move out of the lane as soon as it is safe,A steady yellow X means the reversible lane is changing direction. You should move out of the lane as soon as it is safe to do so.,"WA Driver Guide §4.16, p. 135",reversible-lanes|signals
markings-parking-016,markings-parking,easy,Where must you stop your vehicle when there is a painted stop line at an intersection?,Alongside the nearest pedestrian,After crossing the stop line but before the crosswalk,Before your vehicle reaches the stop line or crosswalk,In the center of the intersection,C,Before your vehicle reaches the stop line or crosswalk,You must stop before your vehicle reaches the stop line or crosswalk. Stop lines appear at stop signs or signals to indicate where you must stop.,"WA Driver Guide §4.16, p. 138",road-markings|stop-lines
markings-parking-017,markings-parking,medium,Sharrow markings on the pavement indicate that:,Bicycles are prohibited in the lane,The road is one-way for bicycles only,Vehicles must yield to parked cars,The lane is a vehicle lane shared with bicycle traffic,D,The lane is a vehicle lane shared with bicycle traffic,Sharrows are road markings used to indicate a vehicle lane is shared with bicycle traffic. Drivers should watch for cyclists and provide at least 3 feet of space when passing.,"WA Driver Guide §4.16, p. 139",road-markings|bicycles
markings-parking-018,markings-parking,hard,You approach an intersection with a bicycle box (a painted area for bicycles ahead of the vehicle stop line). The light is red. What must you do?,Pull forward into the bicycle box to see better,Move to the right and pass bicyclists on their left,Stay behind the white line until the bicycle box is clear,Turn right on red after checking for bicycles,C,Stay behind the white line until the bicycle box is clear,"At a bicycle box, you cannot turn right on red. Stay behind the white line until the bicycle box is clear and the light turns green. Bicyclists cross the intersection first.","WA Driver Guide §4.16, p. 140",road-markings|bicycles
markings-parking-019,markings-parking,easy,What is the speed limit in a school zone in Washington?,15 mph,20 mph,25 mph,30 mph,B,20 mph,The school zone speed limit is 20 mph because higher speeds increase the risk of fatal crashes involving children.,"WA Driver Guide §4.17, p. 140",zones|school-zone|speed
markings-parking-020,markings-parking,medium,"When driving through a work zone, you should:",Maintain your normal speed if no workers are visible,Speed up to clear the zone quickly,"Always reduce your speed, even if no workers are present",Follow the vehicle ahead as closely as possible,C,"Always reduce your speed, even if no workers are present",You should always reduce your speed in a work zone even if there are no workers. Narrower lanes and rough pavement can create hazardous conditions.,"WA Driver Guide §4.17, p. 141",zones|work-zone|speed
markings-parking-021,markings-parking,medium,"When you see a roadside response vehicle with flashing lights creating an emergency zone, you must:","Move over into a farther lane, or slow to at least 10 mph below the posted speed limit",Stop completely and wait until the vehicle leaves,Honk to alert the workers of your presence,Flash your headlights and proceed at normal speed,A,"Move over into a farther lane, or slow to at least 10 mph below the posted speed limit","When encountering a roadside response vehicle with flashing lights, you must either move over into a farther lane or slow down to at least 10 mph below the posted speed limit. Never drive faster than 50 mph in an emergency zone.","WA Driver Guide §4.17, p. 143",zones|emergency-zone
markings-parking-022,markings-parking,medium,You want to park on a street. How far from the curb must your vehicle be to be legally parked?,No more than 6 inches,No more than 18 inches,No more than 24 inches,No more than 12 inches,D,No more than 12 inches,Your vehicle must be no more than 12 inches from the curb to be legally parked.,"WA Driver Guide §4.18, p. 144",parking|distances
markings-parking-023,markings-parking,medium,You are looking for a parking spot near a fire hydrant. How far away must you park?,10 feet,15 feet,20 feet,30 feet,B,15 feet,You must park at least 15 feet from a fire hydrant to ensure emergency access is not blocked.,"WA Driver Guide §4.18, p. 144",parking|distances
markings-parking-024,markings-parking,medium,You need to park near a driveway. What is the minimum distance you must leave?,10 feet,5 feet,15 feet,20 feet,B,5 feet,"You must not park within 5 feet of a driveway, alley, or private road.","WA Driver Guide §4.18, p. 143",parking|distances
markings-parking-025,markings-parking,medium,What is the minimum parking distance from a stop sign or traffic signal?,15 feet,20 feet,50 feet,30 feet,D,30 feet,"You may not park within 30 feet of a traffic signal, stop sign, or yield sign.","WA Driver Guide §4.18, p. 143",parking|distances
markings-parking-026,markings-parking,medium,A railroad crossing is ahead. How far from the crossing must you park?,50 feet,20 feet,30 feet,75 feet,A,50 feet,You must not park within 50 feet of a railroad crossing.,"WA Driver Guide §4.18, p. 144",parking|distances
markings-parking-027,markings-parking,hard,You are parked across the street from a fire station driveway. How far from the driveway must your vehicle be?,20 feet,30 feet,50 feet,75 feet,D,75 feet,You must not park within 75 feet of a fire station driveway on the opposite side of the street.,"WA Driver Guide §4.18, p. 143",parking|distances
